,Tweets,subjectivity,polarity,analysis
267,rt hey mess u r bad r ur dad trust u ur commies congis chamchas presstitutes reformed rejuvenated revived modi forget treachery treason spread chinese virus boycottchina,0.2805555555555555,-0.2916666666666666,Negative
268,rt right merely empty words make difference lot starting boycottchineseapp like tiktok govt concrete actions revoking foreign nationality ccp hk officials families appreciated boycottchina,0.2767857142857143,0.06845238095238096,Positive
269,rt social wani update india 743481 265670 457058 20653 updated 08 07 2020 00 17 25 boycottchina replaceit remove chinese apps download replace,0.03333333333333333,0.016666666666666666,Positive
270,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
271,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
272,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
273,first india galwan valley hong kong china provokes vietnam via galwanvalleyclash boycottchina,0.3333333333333333,0.25,Positive
274,thanks australia supporting hongkong standwithhk boycottchina ccp terrorist chinamustpay chinavsworld,0.225,0.225,Positive
275,rt made emotional wish bharat mata ki jai ho bharat birthplace buddha bow guru stay safe hind ki sena istandwithindianarmy boycottchina boycottmadeinchina indiachinafaceoff india,0.575,0.25,Positive
276,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
277,rt days ago tiktok deleted 8 million reviews googleplay usa ban india already banned exiting china friends evil ccp come huge price standwithhongkong makechinapay boycottchina,0.95,-0.29999999999999993,Negative
278,rt agree warnings taken seriously china global threat people entire animal world planet whole boycottchina boycottchineseproducts maga2020 americafirst anywherebutchina,0.4229166666666666,-0.033333333333333326,Negative
279,rt stand solidarity feel pain emotions darkest hour night comes dawn hope dawn near us boycottchina boycottchineseproducts freehongkong freetibet freetaiwan freeuyghurs,0.4,0.1,Positive
280,rt days ago tiktok deleted 8 million reviews googleplay usa ban india already banned exiting china friends evil ccp come huge price standwithhongkong makechinapay boycottchina,0.95,-0.29999999999999993,Negative
281,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
282,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
283,rt protest anthem banned hong kong schools new security office opens gestapo hongkong boycottchina,0.45454545454545453,0.13636363636363635,Positive
284,protest anthem banned hong kong schools new security office opens gestapo hongkong boycottchina,0.45454545454545453,0.13636363636363635,Positive
285,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
286,strongly condemn national security law hong kong freehongkong freetibet boycottchina,0.7333333333333333,0.4333333333333333,Positive
287,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
288,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
289,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
290,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
291,even sales good promote even use chinese software specially invite chinese team train staff lets stop giving business pls use products madeinindia boycottchina boycottchinaproducts boycottarrivae vocalforlocal,0.29285714285714287,0.2642857142857143,Positive
292,rt made china made concentration camps forced labor buy one less product day buy week boycott month one step time share agree madeinchina boycottchina,0.13333333333333333,-0.23333333333333334,Negative
293,china rapid digging mainly depends stealing international technology lose avenue theft restrict ccp using economy threaten european countries boycottchina boycottchineseproducts chinazi,0.1111111111111111,0.05555555555555555,Positive
294,standwithhongkong freehongkong indians strongly stand boycottchina boycottcomunistmaoist,0.7333333333333333,0.4333333333333333,Positive
295,sameshitdifferentday china confucius institutes rebrand overseas propaganda rows us iran aka 1 state sponsor terrorism norway aka friend iran japan england korea taiwan canada boycottchina germany france exitgermany,0.1,-0.1,Negative
296,rt airborne china trying win world war 3 biological weapons without firing single bullet people rest world except china deal simply agenda boycottchineseproducts boycottchina,0.3238095238095238,0.24285714285714288,Positive
297,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
298,rt dolly ethnic genocide take actions late sanctionchina boycottchinaproducts boycottchina chinazi,0.6,-0.3,Negative
299,airborne china trying win world war 3 biological weapons without firing single bullet people rest world except china deal simply agenda boycottchineseproducts boycottchina,0.3238095238095238,0.24285714285714288,Positive
300,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
301,organharvesting evil uyghur genocide amp crimes humanity chinese officials us iran aka 1 state sponsor terrorism norway aka friend mullahs japan england korea taiwan canada boycottchina germany france exitgermany,0.5,-0.5,Negative
302,rt thanks vicky xu conscientious chinese dissident ccp regime report china uyghur slavery boycottchina brands acquiring slave labor complicit uyghur slavery uyghurgenocide,0.1,0.1,Positive
303,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
304,boycottchina one safe land shall holding game promoting fair competition always play dirty,0.65,0.04999999999999999,Positive
305,whole india campaigning boycottchina promoting chinese mobile making banner item sir,0.2,0.1,Positive
306,better nothing ccp boycottchina claimed donald trump broke law safety ensured,0.5,0.5,Positive
307,rt made china made concentration camps forced labor buy one less product day buy week boycott month one step time share agree madeinchina boycottchina,0.13333333333333333,-0.23333333333333334,Negative
308,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
309,yes trust fbi know exactly ccp tries interfere country controversial matter work catalyst destabilize china real threat democracy chinesevirus kungfluvirus boycottchina boycottmadeinchina,0.47500000000000003,0.22500000000000003,Positive
310,rt aderholt thank standwithhongkong unfailing support really encouraging keep fight hope world sees ccp evilness dire situation boycottchina,0.2,0.2,Positive
311,rt days ago tiktok deleted 8 million reviews googleplay usa ban india already banned exiting china friends evil ccp come huge price standwithhongkong makechinapay boycottchina,0.95,-0.29999999999999993,Negative
312,rt payalrohtagi oye stop payal rohtagi tweeter c indians fuck tweeter come back right way otherwise boycotttwitter start boycottchina,0.37857142857142856,-0.038095238095238106,Negative
313,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
314,rt indian businessmen coming together support pm modi aatmanirbharbharat campaign result chinese imports india receiving huge blow boycottchina chinapushedback indiachina,0.45,0.20000000000000004,Positive
315,rt shame china brutal immoral government world shi jinping politics bunch garbage leading world towards next world war shut china dirtiest chinese government shaneonchina boycottchina quadcountries,0.3333333333333333,-0.2916666666666667,Negative
316,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
317,rt many companies voice loud intl issues blm environmental concerns etc stay low uyghurs inhumane situation police brutality hong kong hypocrites boycottchina infiltrates free world market,0.6599999999999999,0.019999999999999997,Positive
318,rt fang hk china thought open 2 fronts india face possible 5 front action ready served lol boycottchineseproducts boycottchina,0.5599999999999999,0.22000000000000003,Positive
319,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
320,rt payalrohtagi oye stop payal rohtagi tweeter c indians fuck tweeter come back right way otherwise boycotttwitter start boycottchina,0.37857142857142856,-0.038095238095238106,Negative
321,payalrohtagi oye stop payal rohtagi tweeter c indians fuck tweeter come back right way otherwise boycotttwitter start boycottchina,0.37857142857142856,-0.038095238095238106,Negative
322,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
323,many people know mg hector chinese car boycottchineseproduct boycottchineseproducts winniethepooh boycottchina indiachinastandoff indiastandwitharmyandmodi indiapushesbackchina galwanvalley kungfluvirus chinesevirus,0.25,0.25,Positive
324,kuwonu good best boycottchina,0.45000000000000007,0.85,Positive
325,good see check country origin product myntra bottom page product boycottchineseproduct boycottchina myntra,0.6000000000000001,0.7,Positive
326,first india countries also thinking banning chinese items countries including us australia countries boycottchineseproduct boycottchina,0.16666666666666666,0.125,Positive
327,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
328,rt real china boycottchineseproduct boycottchina boycottchineseapp,0.30000000000000004,0.2,Positive
329,made people hate china much boycottchina boycottchinaproducts,0.55,-0.30000000000000004,Negative
330,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
331,rt aired japanese channel dragonwithoutfire boycottchina,0.35,0.05,Positive
332,china desperate 2occupy galwan n shud unitedly fight china fronts vande matram jai ho n jai hind u agree video true n hindustan ko kewal hindustaniyo neharaya wuhanlabmadevirus bycottchina bycottchinaproduct bycottchineseproducts,0.825,-0.125,Negative
333,afraid tiktok army would become human bomb country ready blast amp kill pla could pla bycottchinaproduct hindicheenibyebye hindichinibyebye,0.5,-0.13333333333333333,Negative
334,excellent news indeed next expected fm imperialistic n expansionist china put entire world dock spreading wuhanlabmadevirus soln 2rein china 2 bycottchina n bycottchinaproduct jai ho n jai hind,0.50625,0.225,Positive
335,ppl like rajiv bajaj responsible dependence chinese products want supply cheap products make money instead supplying indian made products ofcourse higher side prices shame parasites bycottchinaproduct,0.4375,0.21250000000000002,Positive
336,pocom2 redminote9pro faster charger difference also chinese bycottchinaproduct dont launch similar spec phones similar prices series camera amp charging speed sucks,0.275,-0.075,Negative
337,uk return try get refund make people aware buy chinese product bycottchinaproduct,0.125,0.125,Positive
338,better china believe bloody communist country bycottchinaproduct,0.7,-0.15000000000000002,Negative
339,shiwei lstn peking duck put nose indian politics otherwise loose nose beijing indiachinastandoff bycottchinaproduct bycottmadeinchina,0.2692307692307692,-0.07692307692307693,Negative
340,shame shame china companies need ban india bycottchinaproduct china tibetfree country need free china hanging state tibbet hongkong,0.8,0.4,Positive
341,gt stupid chinese know lord gautam buddha amp monk bodhidharma bycottchinaproduct bycottchineseapp bycottmadeinchina supportmadeinindia,0.5,-0.39999999999999997,Negative
342,two neighbouring countries contribution world one ceos google microsoft adobe many india another sars covid g4virus many china bycottchina chinafiles bycottchinaproduct,0.5,0.5,Positive
343,nahi laude mat le bycottchinaproduct wo baat alag hai ki mere pas vivo ka phone hai par phir v ek tweet kar ke gyan chodu toh ban jaunga na,0.5,-0.5,Negative
344,rt way go bro entire nation bycottchineseproducts bycottchinaproduct guy shamelessly promoting one looks like loyal glued master,0.7291666666666667,0.16666666666666666,Positive
345,way go bro entire nation bycottchineseproducts bycottchinaproduct guy shamelessly promoting one looks like loyal glued master,0.7291666666666667,0.16666666666666666,Positive
346,tweet written emotions run economy ground level knowledge necessary bycottchinaproduct trend emotions fade news channels new spicy news millions small scale businesses going suffer coming days,0.6181818181818182,-0.03787878787878788,Negative
347,china banned google facebook twitter many foreign website social media app china want people use country app india banned many 59 chinese app banned app country also banned chinese app bycottchina bycottchinaproduct,0.1986111111111111,0.15138888888888888,Positive
348,chinese mobile mi 9 note pro sell 30 1lakh mobile social media boycott status msg govt bycottchinaproduct,0.03333333333333333,0.016666666666666666,Positive
349,rt yes right spreading hate india bycottchina bycottchinaproduct bycottglobaltimes,0.7178571428571429,-0.2571428571428572,Negative
350,many countries including america brazil india suffered deadly epidemic world main reason china still ignoring result even serious bycottchinaproduct,0.475,0.03333333333333334,Positive
351,yes ready bycottchineseapp bycottchina bycottchinaproduct jai hind jai bharat,0.5,0.2,Positive
352,yes ready bycottchineseapp bycottchina bycottchinaproduct jai hind jai bharat,0.5,0.2,Positive
353,look video horrible bycottchina bycottchinaproduct chinesemobile need get nation within year get substitute products,1.0,-1.0,Negative
354,ek pehle bycottchinaproduct chal rha hai upar se tum logo ki service bhi aisi hai 3 days action taken go,0.1,0.1,Positive
355,chinese foreign ministry giving statement tiktok ak sure titok others app entertainment part deep assets bycottchinaproduct,0.3534722222222222,0.09375,Positive
356,chinese foreign ministry giving statement tiktok ak sure titok others app entertainment part deep assets bycottchinaproduct,0.3534722222222222,0.09375,Positive
357,good morning aaj kya boycott krna hai tiktok netflix bycottchina bycottkarnjohrgangmovie bycottsalmankhan bycottchinaproduct,0.6000000000000001,0.7,Positive
358,bycottchina bycottchinaproduct never successful people working top level guarding chinese firms india nonsensical statements like firms indian chinese madeinindia projected wrongly,0.47000000000000003,-0.075,Negative
359,chineseappsblocked finally one dream cames true 59chineseapps digitalairstrike bycottchinaproduct,0.825,0.175,Positive
360,chinese apps need bycott right bycottchina bycottchinaproducts bycottchinese bycottmadeinchina bycottchinaproduct bycottchinaapps tag apps application applications tiktok tiktokbanindia chineseappsblocked cmscanner 59chinese,0.26785714285714285,0.14285714285714285,Positive
361,2 2 let shed light laymen term got 100 lost 2 would care 2 freedomofspeech newindia bycottchinaproduct,0.7,0.4,Positive
362,good see world screw chinese virus going maintain china economic need india started boycottchineseproduct,0.26666666666666666,0.3,Positive
363,plzz report tube channel still supporting chinese mobile boycottchineseproducts,0.125,0.125,Positive
364,rt apparently today china restaurants hotels boardings cafes started boycotting indians still accepting chinese products boycottchina boycottchineseproducts democracyforchina,0.175,0.025,Positive
365,rt techno really grat app pure make india 100 pure indian upmanchapp digitalindia boycottchina indianapp,0.39999999999999997,0.20952380952380953,Positive
366,rt thanks support boycottmulan support freedom standwithhongkong boycottchina need help sos hkers,0.2,0.2,Positive
367,rt 800 000 worth 13 ton real human hair detected us custom hair harvested uyghur detainees chinese concentration camps act stop buying made china retweet agree uyghurs boycottchinaproducts boycottchina,0.08333333333333333,0.09999999999999999,Positive
368,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
369,rt china crackdown international financial centre easily one stop global threat boycottchina,0.20833333333333334,0.10833333333333334,Positive
370,rt 800 000 worth 13 ton real human hair detected us custom hair harvested uyghur detainees chinese concentration camps act stop buying made china retweet agree uyghurs boycottchinaproducts boycottchina,0.08333333333333333,0.09999999999999999,Positive
371,rt proud dem herocycles boycottchineseproducts boycottchina,1.0,0.8,Positive
372,proud dem herocycles boycottchineseproducts boycottchina,1.0,0.8,Positive
373,800 000 worth 13 ton real human hair detected us custom hair harvested uyghur detainees chinese concentration camps act stop buying made china retweet agree uyghurs boycottchinaproducts boycottchina,0.08333333333333333,0.09999999999999999,Positive
374,watching change diapers lol boycottchina boycottchineseproducts freetibet hongkongindependence hongkongisnotchina chinesevirus,0.7,0.8,Positive
375,patrick boycottchina important step safeguarding national security,1.0,0.4,Positive
376,apparently today china restaurants hotels boardings cafes started boycotting indians still accepting chinese products boycottchina boycottchineseproducts democracyforchina,0.175,0.025,Positive
377,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
378,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
379,com gutter heaven uighur best place khatana boycottmadeinchina boycottchina sushantsingrajput boycottchineseproducts,0.3,1.0,Positive
380,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
381,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
382,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
383,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
384,rt watch latest video take current india vs china scenario indian citizen contribute help nation link bio podcastkarenge karengepodcast podcast india china indiavschina banchina boycottchina madeinindia atmanirbharbharat,0.65,0.25,Positive
385,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
386,still ready overtake china still running toward use alternative instead create makeinindia never successful change mindset beacreator beinnovator boycottchina,0.725,-0.0875,Negative
387,novartis fcpa enforcement action fines penalties cost recidivism bigpharma boycottnovartis followthemoney boycottchina,0.1,0.1,Positive
388,rt threat posed chinese government chinese communist party economic national security christopher wray director fbi chinesethreat usa ccpthreat nationalsecurity boycottchina fbidirector fbi gt,0.06666666666666667,0.06666666666666667,Positive
389,rt camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
390,armyday camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina camscanner,0.1,0.1,Positive
391,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
392,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
393,camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
394,46 countries decided fortify china genocide game wow china quick spreading diseases mind sickness worldwide un humanrights boycottchina humanity matters,0.6333333333333333,0.01111111111111109,Positive
395,rt boycottchina many forgetting getting diverted main goal aatmanirbharbharat boycott china possible encourage indian goods goods manufactured india destroying throwing chinese products swadeshifirst,0.36666666666666664,0.09333333333333332,Positive
396,camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina,0.1,0.1,Positive
397,camscanner banned india given pdf uploaded sub divisional officer pune scanned camscanner penal action using banned apps boycottchineseproduct boycottchina camscanner,0.1,0.1,Positive
398,like always said china never friend intention tainted make hell better option beware tibetans learned first hand boycottchina boycottchineseproducts istandwithindianarmy nepalindiaborder,0.41666666666666663,0.375,Positive
399,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
400,ccp spreading fake news free world must take evil empire china terrorist makechinapay boycottchina,0.9333333333333332,-0.3666666666666667,Negative
401,please please please watch new video chillichinanews boycottchina madeinindia like share comments amp subscribe channel,0.45454545454545453,0.13636363636363635,Positive
402,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
403,rt many companies voice loud intl issues blm environmental concerns etc stay low uyghurs inhumane situation police brutality hong kong hypocrites boycottchina infiltrates free world market,0.6599999999999999,0.019999999999999997,Positive
404,better stand support state policy juncture war like situation without comments amp r ur policy taken boycottchina pmmodi narendramodi,0.5,0.5,Positive
405,nice move america one live censorship surveillance ccp chinazi boycottchineseproduct boycottchina,0.75,0.36818181818181817,Positive
406,time really make changes boycottchina,0.2,0.2,Positive
407,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
408,gt china fault world isolating china bad behavior bully world china pay plagues come china never trust china boycottchina isolatechina chinesearethieves,0.6666666666666666,-0.6999999999999998,Negative
409,tiktokers talent go waste new app totally made india reduce dependence china start using indian apps support aatmanirbharbharat boycottchina boycottchineseproduct rizzle madeinindia downloadrizzle,0.40151515151515155,-0.02121212121212122,Negative
410,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
411,children china locked long 10 days internet addiction camp um reeducation camps china boycottchineseproducts boycottchina news,0.4,-0.05,Negative
412,jackie chan liu yifei mulan actress heroes real life heroes people stand justice protect weaks boycottchina boycottmulan,0.30000000000000004,0.2,Positive
413,rt real china police icantbreathe icantbreath boycottchineseproduct boycottchina,0.30000000000000004,0.2,Positive
414,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
415,rt boycott china protests heart new york city indian tibetan taiwanese communities via chinaindiafaceoff boycottchineseproduct boycottchina usa tibet taiwan,0.45454545454545453,0.13636363636363635,Positive
416,lt gt lots local brands chinese people love surely also want boycottadidas world boycottchina,0.37222222222222223,0.25,Positive
417,rt social beyond update india 753354 268279 464171 20804 updated 08 07 2020 19 47 26 boycottchina replaceit remove chinese apps download replace,0.03333333333333333,0.016666666666666666,Positive
418,rt app huge reliance key goods china major hurdle boycottchina movement many industrialists going chinafree gap significantly reduced coming years,0.755,0.2675,Positive
419,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
420,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
421,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
422,rt watch latest video take current india vs china scenario indian citizen contribute help nation link bio podcastkarenge karengepodcast podcast india china indiavschina banchina boycottchina madeinindia atmanirbharbharat,0.65,0.25,Positive
423,rt midst cold war boycottchina defundtheccp,1.0,-0.6,Negative
424,midst cold war boycottchina defundtheccp,1.0,-0.6,Negative
425,watch latest video take current india vs china scenario indian citizen contribute help nation link bio podcastkarenge karengepodcast podcast india china indiavschina banchina boycottchina madeinindia atmanirbharbharat,0.65,0.25,Positive
426,rt fact china overpowered destroy international financial centre easily one able stop make china pay boycottchina stop using spy apps tiktok,0.2916666666666667,0.14666666666666667,Positive
427,rt ccp probably already sent police hongkong control riots secret openly amazing standwithhongkong boycottchina,0.8,0.10000000000000003,Positive
428,chinese china destroy democracy freedom entire world soon democracy country like germany fight dictatorship stop china boycott china ccp terrorist boycottchina,0.20833333333333334,-0.06666666666666667,Negative
429,rt aderholt thank standwithhongkong unfailing support really encouraging keep fight hope world sees ccp evilness dire situation boycottchina,0.2,0.2,Positive
430,running fake sale also difference poco m2 redmi note 9 pro please stop fooling people boycottchina,1.0,-0.5,Negative
431,running fake sale also difference poco m2 redmi note 9 pro please stop fooling people boycottchina,1.0,-0.5,Negative
432,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
433,may still go jail gov wants even say nothing bad thinks michaels hostage diplomacy boycottchina boycottmulan,0.25555555555555554,-0.19999999999999996,Negative
434,exactly enough enough ignore anymore ccp needs held accountable inhumane genocide could promote hope equality peace country violates human rights 2022 olympic games beijing boycottchina freeuyghurs,0.5,-0.225,Negative
435,huge reliance key goods china major hurdle boycottchina movement many industrialists going chinafree gap significantly reduced coming years,0.755,0.2675,Positive
436,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
437,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
438,e thank voice ccp many leaders balls rise regime please maga bring jobs back americans make corporations right madeinusa boycottchina,0.3452380952380952,0.2619047619047619,Positive
439,rt powerful change agent world american consumer must stop supporting china time get together boycott chinese made goods force us companies rework manufacturing supply chains people boycottchinaproducts boycottchina,0.3125,0.1375,Positive
440,rt wow roads china poor quality constructions cause many people die china every year qarmy rhtrades usmca aybar forex japanese javascript love virus mgros netas trudeaucorruption boycottchina,0.54,0.13999999999999999,Positive
441,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
442,difficult next impossible work xi jinjackass ping sure dumbass even understands boycottchineseproduct boycottchina boycottchineseproducts china,0.7222222222222222,-0.16666666666666663,Negative
443,india shown world punish china economically countries following india china afraid india countries take lessons ban chinese goods products apps much possible boycottchina,0.58,-0.06,Negative
444,rt china crackdown international financial centre easily one stop global threat boycottchina,0.20833333333333334,0.10833333333333334,Positive
445,rt hong kong virus ccp tyranny much video agree standwithhongkong boycottchina,0.2,0.2,Positive
446,rt china crackdown international financial centre easily one stop global threat boycottchina,0.20833333333333334,0.10833333333333334,Positive
447,even flee china ccp give silencing safe place fightforfreedom boycottchina,0.5,0.5,Positive
448,want china free india means us never buy chinese products watch video subscribe like also share boycottchina,0.4,0.2,Positive
449,great brand born wrong country boycottchina,0.825,0.15000000000000002,Positive
450,59 chinese apps banned india unknown factz tiktok banned click link watch full video tiktokbanindia youtube tiktokbanned chineseappsblocked boycottchina boycottmadeinchina youtuber boycottchineseproduct,0.3833333333333333,0.08333333333333333,Positive
451,click join amp aware train dream project train success attend free online event vocalforlocal export import seminar importexport webinar boycottchina nochinese products service impexperts,0.35000000000000003,0.3166666666666667,Positive
452,rt uk threat suppression china way working way bully works evident instead apologizing world resorts threats boycottchina amp u bring chinaonitsknees chineseproductsindustbin,0.25,0.25,Positive
453,rt aderholt thank much standwithhongkong ccpsecuritylaw shown ccp great ambition goal stamp democracy hk across globe world must sanctionchina boycottchina order stop aggression,0.475,0.5,Positive
454,rt roettgen everyone tell ccp successfully creating fear atmosphere throughout globe means nsl matter everyone around world tolerate suppression human rights n freedom pls stand solidarity w us sanctionchina boycottchina,0.525,0.375,Positive
455,rt social update india 751768 267775 463126 20767 updated 08 07 2020 19 03 25 boycottchina replaceit remove chinese apps download replace,0.03333333333333333,0.016666666666666666,Positive
456,india reach openly support countries whose sovereignty challenged china let unite everyone chinese arrogance aggression need world free ccp pla amp china boycottchina boycottchineseproducts,0.43333333333333335,0.13333333333333333,Positive
457,rt know 5 10 downloaded apps india feb 2020 among chinese apps banned modi govt india hit china hurts china lost huge market india chineseappsblocked boycottchina modistrongestpmever indiachina,0.45,0.20000000000000004,Positive
458,banned google facebook twitter youtube netflix instagram amp many crying shitty app tiktok boycottchina,0.55,0.15,Positive
459,china crackdown international financial centre easily one stop global threat boycottchina,0.20833333333333334,0.10833333333333334,Positive
460,humourholic okay excuse mujhe boycottchina use karke desh ko bachaana hai,0.275,0.225,Positive
461,spyware social media app ban free world boycottchineseapps boycottchineseproducts boycottchina,0.43333333333333335,0.21666666666666667,Positive
462,boycottchina hello press boy pla much xitler paying troll hon president us mr trump trying see pay dedication,0.2,0.2,Positive
463,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
464,never trust pawn china decieved paid price corrupt officials world bear bubonicplague china chinesevirus19 request jist boycottchina stop kind relations china betterment world chinaliedpeopledied,0.95,0.04999999999999999,Positive
465,rt social update india 743481 265670 457058 20653 updated 08 07 2020 00 17 25 boycottchina replaceit remove chinese apps download replace,0.03333333333333333,0.016666666666666666,Positive
466,rt today launching garud file transfer share apps movies music documents ads easy clean user interface made india hoping love support download boycottchina swadeshifirst vocalforlocal,0.7111111111111111,0.43333333333333335,Positive
467,nazi china praising organisation means organisation worst lot boycottchina boycottwho,1.0,-1.0,Negative
468,rt uk threat suppression china way working way bully works evident instead apologizing world resorts threats boycottchina amp u bring chinaonitsknees chineseproductsindustbin,0.25,0.25,Positive
469,true comment thoughts fast follow free collaboration use adzatic post boycottchina boycottnepotism fun funnymemes realitytv reality usa india action lust tweetdaily mobileapps chineseapp fightback smo adzatic,0.47000000000000003,0.27,Positive
