,Unnamed: 0.1,text
3038,3038,"rt @whiterabbit111: now haters will say that stephen bannon is also a bhakt 🤫

listen to the third-person point of view...

#indiachinastandoff #boycottchina #galwanvalley #chinaadmitspushback #us #india https://t.co/vwmqyfogw3"
3039,3039,"rt @kaman13032369: @tiktok_us china spyware
#boycotttiktok #boycottchineseproducts 
#boycottchina"
3040,3040,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
3041,3041,"rt @tweetsofkg: कौन कहता है आसमान में सुराख नहीं हो सकता,
एक पत्थर तो तबियत से उछालो यारों ।

#boycottchineseproduct #boycottchina https://t.co/ptkmgqxn3w"
3042,3042,@gordongchang then @tiktok shares you and your ip with the criminal gang in beijing and includes you for free in the database of the red chinese gestapo. no thanks. #boycottchina #isolatechina #banhuawei #bantiktok #baneverythingchinese
3043,3043,"rt @ashim_mazumdar: @huawei #boycottchina
#banhuwawei"
3044,3044,@akalashnikov05 maybe they bought it to throw it done their balconies and then proceed to bang thalis. how judgemental of you comrade!! 😱 #boycottchina
3045,3045,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
3046,3046,"rt @ashwani_mahajan: those were saying that india cannot stand before china and #boycottchina cannot impact china, as a indian economy is too small compared to china. this is the news which might help them revise their thoughts https://t.co/gylexwvt8g"
3047,3047,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
3048,3048,"who says #chinesevirus is now #airborne

#boycottchina #boycottchineseproducts"
3049,3049,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
3050,3050,"rt @grvpugilist: this is being aired in japanese channel. 😂 
.
 @narendramodi #dragonwithoutfire #boycottchina https://t.co/gm9fvmqncm"
3051,3051,"rt @hkismynation: #hongkongpolice thought that would be fun to joke about #blm #blacklivesmatter 
😑what a dumbass #china #hongkong #hongkongprotests #hongkongneedshelp #chinazi #nationalsecuritylaw #hongkongpolice #hkpoliceterrorists #hkpolicestate #hongkongpoliceterrorists #boycottchina #ccp https://t.co/4ganpbbxi9"
3052,3052,"rt @googoom1: #boycottchina 
#boycottmadeinchina 
#boycottchineseproducts 
#muslimwakeup https://t.co/enuonlaep5"
3053,3053,"rt @zoopdesigns: find unique and innovative solutions to it.

build a product , get funding and help your country by adding a little to our economy.

#india #startupindia #startup #economy #risk #business #funding #boycottchina"
3054,3054,"find unique and innovative solutions to it.

build a product , get funding and help your country by adding a little to our economy.

#india #startupindia #startup #economy #risk #business #funding #boycottchina"
3055,3055,"@gordongchang #china technology companies like #zoom , #huawei are spy agents from the #ccp . the world should ban #huawei and #tiktok ! no one should live under the censorship and surveillance of the #ccp 
#chinazi
#boycottchineseproduct 
#boycottchina"
3056,3056,@tsinghua_uni #boycottchina https://t.co/uy1jbogn2z
3057,3057,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
3058,3058,"@sankei_news #chinazi 
#boycottchina https://t.co/6nxaskin6v"
3059,3059,"@scmpnews #china technology companies like #zoom , #huawei are spy agents from the #ccp . the world should ban #huawei and #tiktok ! no one should live under the censorship and surveillance of the #ccp 
#chinazi
#boycottchineseproduct 
#boycottchina"
3060,3060,rt @natalie9547: @andrew_adonis yes the law is giving #hkpoliceterrorists even more power. this is insane. #standwithhongkong #boycottchina https://t.co/rbq40vn4pd
3061,3061,"rt @goswami_goswami: aise hoga boycott china?🤦

#boycottchina #trending #indochinafaceoff #boycottchineseproducts #indochinaborder https://t.co/1jcsv0opn1"
3062,3062,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
3063,3063,"rt @sushildubey2016: @pushpendraramji 50% because forces did their job and  modiji did his job. honesty and commitment to not let india and indians down resulted in this win.
#modiinlehladakh #boycottchina #hindicheenibyebye #hindichinibyebye #indiafirst"
3064,3064,"@smaurizi ad ognuno il proprio #huawei , non mi interessa 
#boycottchina"
3065,3065,"@bsouradip corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/tcicnj4aix"
3066,3066,"@tourmyindiaa corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/rropafi6xk"
3067,3067,"rt @knowthenation: indian businessmen are coming together to support pm modi's #aatmanirbharbharat campaign!

as a result, chinese imports to india are receiving a huge blow.

#boycottchina #chinapushedback #indiachina https://t.co/ye2hmtbsk5"
3068,3068,"why the concept of dharma should be india’s cornerstone in its superpower ambitions?

#chineekum #boycottchina #borderconflicts #chineseexpansion #vocalforlocal #swadeshifirst #boycottchineseproduct #boycottchineseproducts 

https://t.co/tqosunrhsu"
3069,3069,"rt @l4a65: tweet van regretful pirates (@regretfulpirat1) 🕯️🕯️🕯️🕯️🕯️🕯️🕯️🕯️🕯️
#stopyulin #banyulin #endyulinforever #stopyulinforever #enddogcatmeattrade #stopyulindogcatmeatfestival #animalcruelty #china #shameonyou #boycottchina #boycottallchineseproducts https://t.co/qz2m2ee5iw"
3070,3070,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
3071,3071,"still rw using zoom, in place of jiomeet, 

you see why we fail many times against #boycottchina https://t.co/aqajitg6oq"
3072,3072,"rt @gyan198: @globaltimesnews shame on china.
the most brutal, and immoral government of the world.
shi jinping's politics is a bunch of garbage , which is leading the world towards next world war.
shut up china.
dirtiest chinese government. 
#shaneonchina
#boycottchina 
#quadcountries"
3073,3073,"rt @whiterabbit111: now haters will say that stephen bannon is also a bhakt 🤫

listen to the third-person point of view...

#indiachinastandoff #boycottchina #galwanvalley #chinaadmitspushback #us #india https://t.co/vwmqyfogw3"
3074,3074,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
3075,3075,"rt @knowthenation: after 18 long years, india may see a trade surplus!

last time this happened, it was 2002 &amp; atal bihari vajpayee was in power.

congress was busy signing mous, collecting china money in #rajivgandhifoundation &amp; conducting fta studies for years!

#congressmuktbharat #boycottchina https://t.co/8ilpyzoyk4"
3076,3076,"@pdchina #boycottchina 
did #xitler ask for valdivostok. careful russian brothers, pla can do anything to grab land."
3077,3077,"hello world, he is the mouthpiece of china in india. his parents ruled india &amp; ravaged it of it's wealth, glory &amp; rich cultural heritage. but we will rebuild &amp; shine, thanks to @narendramodi. 
#freehongkong
#freetaiwan 
#boycottchina 
#boycottcorruptcongress
#narendramodi 🙏🏻 https://t.co/1cpbdkha1d https://t.co/acgh2lvwlh"
3078,3078,"@thepointwithlx #boycottchina 
useless law curbing rights and liberties of hk citizens. slaves in china will not understand liberty."
3079,3079,"@thepointwithlx #boycottchina 
useless law curbing rights and liberties of hk citizens. slaves in china will not understand liberty."
3080,3080,"@tiktok_us china spyware
#boycotttiktok #boycottchineseproducts 
#boycottchina"
3081,3081,"#boycottchina : अमेरिकी ने चीनी अधिकारियों के वीजा पर प्रतिबंध लगा दिया है। #china #visa #america 
 via @sinceindmedia https://t.co/ir9oyr8e5v
खबर को विस्तार से पढ़ने के लिए डाउनलोड करें #ritamapp https://t.co/sx978qxyb3"
3082,3082,"rt @whiterabbit111: now haters will say that stephen bannon is also a bhakt 🤫

listen to the third-person point of view...

#indiachinastandoff #boycottchina #galwanvalley #chinaadmitspushback #us #india https://t.co/vwmqyfogw3"
3083,3083,"@ajaishukla #boycottchina

yes sir."
3084,3084,"rt @reinawong19: @a3noticias #chinazi 
#boycottchina https://t.co/zn4otyww2b"
3085,3085,@globaltimesnews #boycottchina
3086,3086,"rt @prernamedia: residents of muzaffarabad (pok) hold protest against china &amp; pakistan, opposing the construction of dams on neelam &amp; jhelum rivers. 
#chinaadmitspushback #boycottchina #pok https://t.co/lufhprclyf"
3087,3087,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
3088,3088,congratulations to all those cow-boys who have been trending #boycottchina. the victory is yours. https://t.co/4ahlq4zoxc
3089,3089,"rt @indy_jones3: @rahulkanwal india doesn't need china
#boycottchina
#boycottchineseproducts
#boycottchinesecompanies
#fuckchina
stop buying product labels starting with '6'..
bye bye #china https://t.co/xdieoy4om7"
3090,3090,rt @yumechin0612: @senatorhousakos thank you for standing up to #ccpchina. we must unite together to fight against xi’s totalitarianism. #boycottchina #chinaliedpeopledied #standwithhongkong https://t.co/s9jldrmfmc
3091,3091,"rt @driverrrrh: @reuters seems no one can deal with the greatest communist power in the world! 

#boycottchina"
3092,3092,"rt @whiterabbit111: now haters will say that stephen bannon is also a bhakt 🤫

listen to the third-person point of view...

#indiachinastandoff #boycottchina #galwanvalley #chinaadmitspushback #us #india https://t.co/vwmqyfogw3"
3093,3093,"who acknowledges ""evidence emerging"" of #airborne spread of covid-19. it means even homes are not safe, social distancing and repeated hand washing is of no use, all earlier guidelines of who were wrong. my hatred for china keeps on growing #boycottchina"
3094,3094,"@a3noticias #chinazi 
#boycottchina https://t.co/zn4otyww2b"
3095,3095,"the united states is ""looking at"" banning chinese social media apps, including tiktok, secretary of state mike pompeo said monday

#aapdujamnagar  #ajnews #us #mikepompeo #tiktokban #boycottchina #boycottchineseproducts #donaldrump #trump2020 https://t.co/ipcxqn0nux"
3096,3096,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
3097,3097,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
3098,3098,rt @ladytruth11: #twittercats #catsontwitter #catsoftwitter #tunatuesday #tongueouttuesday #banyulin #boycottchina #animallivesmattertoo. these r my dear friends in a war torn country... dedicated to helping animals.. plz help my friends . ta 👍❤️❤️❤️❤️❤️👍👍👍❤️❤️❤️❤️❤️ https://t.co/vkg0kbia1n
3099,3099,"rt @nicolec29936127: #abc_challenge #anywherebutchina 

🟡6 july, 2020 day 53🎗💛

made in thailand 嘅櫻花沐浴露🇹🇭🥰

#yelloweconomiccircle #黃色經濟圈 #boycottchina #standwithhk https://t.co/ggq5mcd8hu"
3100,3100,"rt @deinhk: @hawleymo china wants to control everything.
if american coporates allow this tyranny to grow further, they will control the free world further and more will be supressed. 
hong kong is only one of the suppressed. be aware or be next.
#standwithhongkong #antichinazi #boycottchina https://t.co/snqjadqed4"
3101,3101,"@globaltimesnews #boycottchina 
dear honorable mr putin sir, #xitler wants to take vladivostok also."
3102,3102,"rt @googoom1: #boycottchina 
#boycottmadeinchina 
#boycottchineseproducts 
#muslimwakeup https://t.co/enuonlaep5"
3103,3103,"rt @abdulpuncturew2: @globaltimesnews how indian see indo-china relation
 #चीनी 
#चीन_का_दलाल 
#boycottchina 
#boycottchineseproduct"
3104,3104,"there are more than 15 alternatives of tiktok😂

tiktokers:- konsa app download kre yr🥴

#parassahani 
#tiktok #boycottchineseapps #tiktokers #tiktokbannedinindia  #indianapps #boycottchina #59appsbanned #twitter #alternative"
3105,3105,"rt @antielabhk: #taiwan warns citizens of risk in #hongkong visits after #china passes law
#ccpchina #boycottchina #boycottchineseproducts
 https://t.co/av8ntzwaud"
3106,3106,#boycottchina
3107,3107,"@swachhbmetah corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/oa6fhock6a"
3108,3108,"@unique3139 corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/uy6la66qv5"
3109,3109,"@sunilsh0102 corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/g3ixvcvlgd"
3110,3110,"@indiainhamburg corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/01huaqbkcy"
3111,3111,"@sunilarora57 corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/6hlep11kd4"
3112,3112,"@nothisistaken corona update in india!

confirmed: 746502
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:38:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/tfr1kgck2r"
3113,3113,"rt @lonewolfhker: @hkbhkese #australia #australian #ccp #ccpchina #ccp_is_terrorist #boycottchina #standwithhongkong 
#nationalsecuritylaw ‘s article 38 can harm everyone in the world! 🌍🌎🌏"
3114,3114,"rt @googoom1: #boycottchina 
#boycottmadeinchina 
#boycottchineseproducts 
#muslimwakeup https://t.co/enuonlaep5"
3115,3115,#indiarejectsonechinapolicy #tibetisnotchina #taiwanisnotchina #taiwan #hongkongsecuritylaw #boycottchina #boycottchineseproducts @adgpi @wangchuk66 @generalbakshi @notomadeinchina @boycott_chini #chineseappsblocked #timidchina @inboycott https://t.co/ytizlzeieh
3116,3116,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
3117,3117,"rt @rathodvsatish: #savegujaratnre
#atmanirbharbharat
#boycottchina
@pmoindia @nsitharaman
@joshipralhad @finminindia 
sir kindly boycott china met coke &amp; give to chance revival gujarat nre coke ltd. stop liquidation process &amp; save our jobs."
3118,3118,"@googleplay @pmoindia @amitshah
tiktok has been ban in india but still it is available for download. is google trying to defeat our boycott china movement? 
#boycottchina https://t.co/9mtugeajle"
3119,3119,rt @ecmagenda: .@borisjohnson - if chinese involvement in 5g is a security risk then what the hell kind of a risk is presented by their involvement in our nuclear infrastructure? ban them. #boycottchina https://t.co/9yjkdmdzys
3120,3120,"rt @grvpugilist: this is being aired in japanese channel. 😂 
.
 @narendramodi #dragonwithoutfire #boycottchina https://t.co/gm9fvmqncm"
3121,3121,"@unwatch @chinamission2un #ccp is a necrotic cancer cell is expanding to the world. it’s time to remove cancer cells. otherwise it will destroy the world.
#boycottchina 
#antichinazi 
#newwestberlin https://t.co/rdwdif1xx5"
3122,3122,"@billshortenmp uk set to ban chinese gaint huawei technology from nationwide 5g infrastructure.

bravo @borisjohnson 🔥🔥🔥

#boycottchina #boycotthuawei https://t.co/ut6inaiwwv https://t.co/ycldcsx98w"
3123,3123,"@nzherald i notice the nz media doesn't really headline the cases in countries other than the us and china and that is only to make the us look bad and china look good.

wonder why...

#followthemoney #boycottchina https://t.co/xlofxa7igz"
3124,3124,"@albomp @tony_burke uk set to ban chinese gaint huawei technology from nationwide 5g infrastructure.

bravo @borisjohnson 🔥🔥🔥

#boycottchina #boycotthuawei https://t.co/shpqkchjyy"
3125,3125,rt @_pehicc: @ambliuxiaoming hope #china one day will bare the consequences of being a #country with zero #animalwelfarelaws with the abomination of #yulin n #wetmarkets n the country that has spread a pandemic around the world 👊👊 #boycottchina
3126,3126,"rt @tsaiing_wen: who wants to be friend of a ""virus"" country ???

#boycottchina #isolatechina #ccpisvirus https://t.co/q17pissrex"
3127,3127,"rt @mensuen: please! @un and the world need to act now? 

where are all the women’s right groups?

#freeuyghurs #standwithuyghur #boycottchina https://t.co/unzy367t5f"
3128,3128,"@senrickscott @tiktok_us @secpompeo please stop using it if you don’t want to be censored.
#boycottchineseproducts #boycottchina #banchina #banchineseapp #deletetiktok #tiktokbanned #bantiktok #antichinazi https://t.co/evndmtovy2"
3129,3129,"“the world must boycott china.” by gaurav jha.
#boycottchina #india #indianarmy #china #chinaindiafaceoff #chinavsworld #chineseappsbanned https://t.co/lyqpohoul1"
3130,3130,"rt @mensuen: article 38 means anyone (whichever nationality) that speaks against the hong kong government can be arrested no matter where s/he is.
thanks greta, and be careful!

#standwithhk #nationalsecuritybill #boycottchina https://t.co/mzvugflelp"
3131,3131,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
3132,3132,#hongkongsecuritylaw #taiwanisnotchina #tibetisnotchina #walletpower @wangchuk66 #indiarejectsonechinapolicy #indiachinastandoff #boycottchina #boycottchineseproducts @adgpi @notomadeinchina https://t.co/xy2iua5dgn
3133,3133,"@realdonaldtrump uk set to ban chinese gaint huawei technology from nationwide 5g infrastructure.

bravo @borisjohnson 🔥🔥🔥

#boycottchina #boycotthuawei https://t.co/ut6inaiwwv https://t.co/iojbecgvr8"
3134,3134,"rt @basavarajkouja8: #savegujaratnre
#atmanirbharbharat
#boycottchina
@pmoindia @nsitharaman
@joshipralhad @finminindia 
sir kindly boycott china met coke &amp; give to chance revival gujarat nre coke ltd. stop liquidation process &amp; save our jobs."
3135,3135,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
3136,3136,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
3137,3137,"rt @whiterabbit111: now haters will say that stephen bannon is also a bhakt 🤫

listen to the third-person point of view...

#indiachinastandoff #boycottchina #galwanvalley #chinaadmitspushback #us #india https://t.co/vwmqyfogw3"
3138,3138,"@senthomtillis yes please! free #uyghur , free #xinjiang , #freehongkong !

#uyghurslivesmatter #hongkongerlivesmatter 
#boycottchineseproducts #boycottchina #banchinaproducts #banchina #antichinazi #chinaiscorona #chinamustfall #chinavirus #standwithhongkong"
3139,3139,"@altair53420732 @hongkongfp @creery_j @cpjasia @ifjasiapacific @cmphku @fcchk @freedomofpress @joshuawongcf 实际上，包括我国在内的每个国家目前的问题都是中国，这就是我们所有人都试图共同解决的问题。 
#boycottchina 
#freetaiwan 
#freehongkong 
#freetibet"
3140,3140,"@houseforeigngop lol so evil #ccp found some poor countries which are actually its debtors to support his notorious law. pathetic.

#boycottchineseproducts #boycottchina #banchinaproducts #banchina #antichinazi #chinaiscorona #chinamustfall #chinavirus #standwithhongkong"
3141,3141,"@reaidonaltrump_ big *yes!* to ban #tiktok !
#boycottchina #chinamustpay"
3142,3142,#supporthongkong #supporttaiwan #supporttibet #tibetisnotchina #hongkong #taiwanisnotchina @wangchuk66 #boycottchineseproducts #boycottchina @notomadeinchina https://t.co/p4kwxb69mb
3143,3143,"#boycottchina
#boycottchineseproduct 
#taiwanisnotchina 
#freehongkong 
#freetibet
#freeuyghurs 
#freebalochistan
#standwithhongkong https://t.co/f6hi8gvf7q"
3144,3144,@globaltimesnews #boycottchina
3145,3145,"@globaltimesnews @secpompeo @nytimes @taiwan_today
@japantimes @bbcworld
@rohitsardana0
@rubikaliyaquat

who cares !! now nobody in world wants to go virus producing country china.

#chinesevirus 
#covid19 
#boycottchina"
3146,3146,"@aanshuanand19 corona update in india!

confirmed: 746500
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:25:28

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/zqs0vjise9"
3147,3147,"@aruntechone corona update in india!

confirmed: 746500
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:25:28

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/y1idiu7gat"
3148,3148,"@akanksha_j20 corona update in india!

confirmed: 746500
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:25:28

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/rw9es2krjn"
3149,3149,"@rand96404590 corona update in india!

confirmed: 746500
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:25:28

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/pyuf0j341z"
3150,3150,"@sbm_4007 corona update in india!

confirmed: 746500
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:25:28

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/xpsgoybvie"
3151,3151,"@mkumar59952571 corona update in india!

confirmed: 746500
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:25:28

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/bl12nfhnay"
3152,3152,"@kaman13032369 corona update in india!

confirmed: 746500
active: 267103
recovered: 458615
deaths: 20684
updated: 08/07/2020 15:25:28

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/tdlidnqwmd"
3153,3153,"residents of muzaffarabad (pok) hold protest against china &amp; pakistan, opposing the construction of dams on neelam &amp; jhelum rivers. 
#chinaadmitspushback #boycottchina #pok https://t.co/lufhprclyf"
3154,3154,"@reaidonaltrump_ not enough. ban all china products 
#boycottchina #boycottchinaproducts"
3155,3155,so much for #boycottchina #boycottchineseproducts https://t.co/ifr4fmpzij
3156,3156,rt @macheath1: this dog's face haunts me. #yulin obscenity happened yet again this year! enough is enough! #boycottchina #boycottchineseproducts #boycotthuawei https://t.co/d5ncnyellq
3157,3157,"rt @phoenix_saffron: #boycottchineseproduct #boycottmadeinchina #boycottchina 
#unitedkingdom #hongkong #tibet #eastturkistan https://t.co/vnjk8enrw8"
3158,3158,"with chat privacy under threat in us, firm develops ‘100% user-controlled’ messaging https://t.co/ulo3w4x6s0 #blockchain #socialmedia #censorship #cybersecurity #usa #telegram #cybersecurity #privacy #boycottchina"
3159,3159,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
3160,3160,"@globaltimesnews one day this monkey will be eaten by chinese and other monkey will be sitting nearby. 

#boycottchineseproducts
#boycottchina
#chinesevirus"
3161,3161,"rt @basavarajkouja8: #savegujaratnre
#atmanirbharbharat
#boycottchina
@pmoindia @nsitharaman
@joshipralhad @finminindia 
sir kindly boycott china met coke &amp; give to chance revival gujarat nre coke ltd. stop liquidation process &amp; save our jobs."
3162,3162,"rt @sonaman: कौन कहता है आसमान में सुराख नहीं हो सकता..
एक पत्थर तो तबियत से उछालो यारों..
चलिए कुछ कदम हम भी आगे बढ़ाएं और चीन को अपने बाजारों से बाहर करें
स्वदेशी अपनाएं ,देश को आत्मनिर्भर बनाने में अपना योगदान दें 🙏
@swadeshimanch
#boycottchina 
#boycottchineseproduct 
#hindicheenibyebye"
3163,3163,"rt @sunnygupta999: today in china
restaurants, hotels, boardings, cafes, have started boycotting indian's.

and we indian's are still accepting chinese products..!
#boycottchina #boycottchineseproducts 
#getoutchina https://t.co/4d7riot6xn"
3164,3164,"@globaltimesnews looking at your news content it should be named as global liars times. 

chinese have issues with all neighbours and other many countries and you virus producers blaming india. 

#boycottchina 
#chinesevurus 
#boycottchineseproducts"
3165,3165,"rt @googoom1: #boycottchina 
#boycottmadeinchina 
#boycottchineseproducts 
#muslimwakeup https://t.co/enuonlaep5"
3166,3166,"rt @sonaman: अगर हम चीनी सामान खरीदते हैं तो हम ही अपने दुश्मन को ताकतवर बनाने के लिये जिम्मेदार हैं जिन्होंने हमारे निःशस्त्र सैनिकों की ह्त्या की उनका बहिष्कार करना ही उन वीर जवानों के लिय सच्ची श्रदांजलि होगी 🙏

#जय_हिंद 🇮🇳

#boycottchina
#boycottchineseproduct https://t.co/mkyzjobvkn"
3167,3167,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
3168,3168,"@srivatsayb @rahulgandhi we are also going #boycoott this chinese funded appa 
#boycottchina 
#boycottchineseproducts 
#boycottchineseapps 
#boycottchinesefundedapps
swadeshi apnao"
3169,3169,#boycottchina https://t.co/dct5dmdcxh
3170,3170,rt @ponytaele: #italy hundreds (243) of italian municipalities have signed stop 5g and huawei going against the pro #ccp illegimate gov. and 2 regions are also considering to do the same #boycottchina @kyunglimj @jenniferatntd @fatima_italia @gregoryalane1 #wwg1wgaworldwide https://t.co/8eslajivhc
3171,3171,the indian government took a major step in lieu of safeguarding country’s “security and sovereignty” by banning 59 chinese apps .the safety concerns of the country’s administration and boycott china and all chinese things!#boycottchina #banofchineseapps #ngo #tarezameenfoundation https://t.co/zzbhwbsbyb
3172,3172,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
3173,3173,"rt @thedangerop: we are at stage of cyber war.
we are the cyber soldiers. it's our task to not let our nation down. 

today i request to attack enemy nation by trending this trends. 

#savenepalfromchina
#savenepalsavehinduism
#boycottchina
#gochinago

jai hind🇮🇳"
3174,3174,this dog's face haunts me. #yulin obscenity happened yet again this year! enough is enough! #boycottchina #boycottchineseproducts #boycotthuawei https://t.co/d5ncnyellq
